2025-07-14 10:16:03.100 [restartedMain] INFO  c.payroll.texas.PayrollApplication - Starting PayrollApplication using Java 17.0.12 with PID 16288 (C:\Users\HP\OneDrive\Desktop\texaspayrollgvkss\gvkss-payrollbackend\payroll\target\classes started by HP in C:\Users\HP\OneDrive\Desktop\texaspayrollgvkss\gvkss-payrollbackend\payroll)
2025-07-14 10:42:10.876 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-07-14 10:42:10.926 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-07-14 10:42:10.938 [restartedMain] INFO  c.payroll.texas.PayrollApplication - Started PayrollApplication in 7.227 seconds (process running for 7.94)
2025-07-14 10:42:36.301 [http-nio-8080-exec-4] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-07-14 10:42:36.304 [http-nio-8080-exec-4] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2025-07-14 10:42:37.845 [http-nio-8080-exec-10] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 10:42:37.858 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 10:42:37.859 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 10:42:37.875 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 10:42:37.918 [http-nio-8080-exec-10] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 2 employees for company 4 and status ACTIVE
2025-07-14 10:42:37.934 [http-nio-8080-exec-8] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 10:42:37.943 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 10:42:37.943 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 10:42:37.946 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 10:42:37.959 [http-nio-8080-exec-8] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 2 employees for company 4 and status ACTIVE
2025-07-14 10:46:37.430 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Received request to add employee with company. Payload keys: [employee]
2025-07-14 10:46:37.449 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 10:46:37.451 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 10:46:37.451 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Converting employee object to Employee entity...
2025-07-14 10:46:37.494 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Saving employee: sampu sochu
2025-07-14 10:46:37.494 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Saving employee: duo@gmail.com
2025-07-14 10:46:37.494 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - SSN encryption temporarily disabled for testing
2025-07-14 10:46:37.494 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Bank account encryption temporarily disabled for testing
2025-07-14 10:46:37.494 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Bank routing encryption temporarily disabled for testing
2025-07-14 10:46:37.563 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Employee saved successfully with ID: 13
2025-07-14 10:46:37.587 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 10:46:37.600 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 10:46:37.602 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 10:46:37.605 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 10:46:37.624 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 10:46:40.911 [http-nio-8080-exec-10] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 10:46:40.920 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 10:46:40.920 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 10:46:40.920 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: TERMINATED
2025-07-14 10:46:40.920 [http-nio-8080-exec-10] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 1 employees for company 4 and status TERMINATED
2025-07-14 10:46:42.775 [http-nio-8080-exec-8] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 10:46:42.786 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 10:46:42.787 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 10:46:42.787 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: INACTIVE
2025-07-14 10:46:42.794 [http-nio-8080-exec-8] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 0 employees for company 4 and status INACTIVE
2025-07-14 10:46:43.613 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 10:46:43.618 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 10:46:43.618 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 10:46:43.618 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 10:46:43.632 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 10:46:58.396 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 10:46:58.404 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 10:46:58.406 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 10:46:58.407 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 10:46:58.416 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 10:46:58.422 [http-nio-8080-exec-5] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 10:46:58.430 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 10:46:58.432 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 10:46:58.433 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 10:46:58.436 [http-nio-8080-exec-5] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 10:55:19.492 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1m12s316ms739µs700ns).
2025-07-14 11:03:11.022 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=51s453ms737µs600ns).
2025-07-14 11:09:50.744 [http-nio-8080-exec-6] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:50.748 [http-nio-8080-exec-6] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:50.750 [http-nio-8080-exec-6] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:50.750 [http-nio-8080-exec-6] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:09:50.756 [http-nio-8080-exec-6] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:09:50.766 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:50.769 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:50.769 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:50.769 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:09:50.779 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:09:53.299 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:53.303 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:53.305 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:53.305 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:09:53.315 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:09:53.487 [http-nio-8080-exec-5] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:53.490 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:53.493 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:53.493 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:09:53.501 [http-nio-8080-exec-5] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:09:53.708 [http-nio-8080-exec-8] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:53.716 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:53.716 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:53.716 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:09:53.721 [http-nio-8080-exec-8] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:09:53.863 [http-nio-8080-exec-4] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:53.868 [http-nio-8080-exec-4] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:53.868 [http-nio-8080-exec-4] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:53.868 [http-nio-8080-exec-4] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:09:53.873 [http-nio-8080-exec-4] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:09:54.754 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:54.759 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:54.759 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:54.764 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: TERMINATED
2025-07-14 11:09:54.765 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 1 employees for company 4 and status TERMINATED
2025-07-14 11:09:54.970 [http-nio-8080-exec-10] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:54.972 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:54.972 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:54.976 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: TERMINATED
2025-07-14 11:09:54.984 [http-nio-8080-exec-10] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 1 employees for company 4 and status TERMINATED
2025-07-14 11:09:55.186 [http-nio-8080-exec-3] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:55.191 [http-nio-8080-exec-3] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:55.191 [http-nio-8080-exec-3] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:55.191 [http-nio-8080-exec-3] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: TERMINATED
2025-07-14 11:09:55.198 [http-nio-8080-exec-3] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 1 employees for company 4 and status TERMINATED
2025-07-14 11:09:55.402 [http-nio-8080-exec-6] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:55.406 [http-nio-8080-exec-6] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:55.406 [http-nio-8080-exec-6] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:55.406 [http-nio-8080-exec-6] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: TERMINATED
2025-07-14 11:09:55.412 [http-nio-8080-exec-6] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 1 employees for company 4 and status TERMINATED
2025-07-14 11:09:55.594 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:55.601 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:55.601 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:55.601 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: TERMINATED
2025-07-14 11:09:55.601 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 1 employees for company 4 and status TERMINATED
2025-07-14 11:09:55.786 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:55.786 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:55.786 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:55.792 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: TERMINATED
2025-07-14 11:09:55.796 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 1 employees for company 4 and status TERMINATED
2025-07-14 11:09:55.996 [http-nio-8080-exec-5] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:56.001 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:56.001 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:56.001 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: TERMINATED
2025-07-14 11:09:56.010 [http-nio-8080-exec-5] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 1 employees for company 4 and status TERMINATED
2025-07-14 11:09:56.673 [http-nio-8080-exec-4] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:56.677 [http-nio-8080-exec-4] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:56.678 [http-nio-8080-exec-4] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:56.678 [http-nio-8080-exec-4] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: INACTIVE
2025-07-14 11:09:56.681 [http-nio-8080-exec-4] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 0 employees for company 4 and status INACTIVE
2025-07-14 11:09:56.845 [http-nio-8080-exec-7] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:56.848 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:56.849 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:56.850 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: INACTIVE
2025-07-14 11:09:56.852 [http-nio-8080-exec-7] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 0 employees for company 4 and status INACTIVE
2025-07-14 11:09:57.430 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:57.433 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:57.433 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:57.433 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:09:57.443 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:09:58.289 [http-nio-8080-exec-3] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:58.295 [http-nio-8080-exec-3] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:58.296 [http-nio-8080-exec-3] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:58.296 [http-nio-8080-exec-3] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4
2025-07-14 11:09:58.302 [http-nio-8080-exec-3] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 4 employees for company 4
2025-07-14 11:09:58.472 [http-nio-8080-exec-6] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:58.476 [http-nio-8080-exec-6] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:58.476 [http-nio-8080-exec-6] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:58.478 [http-nio-8080-exec-6] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4
2025-07-14 11:09:58.486 [http-nio-8080-exec-6] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 4 employees for company 4
2025-07-14 11:09:58.644 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:58.648 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:58.648 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:58.649 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4
2025-07-14 11:09:58.658 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 4 employees for company 4
2025-07-14 11:09:59.060 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:09:59.064 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:09:59.064 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:09:59.065 [http-nio-8080-exec-1] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4
2025-07-14 11:09:59.072 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 4 employees for company 4
2025-07-14 11:10:03.357 [http-nio-8080-exec-5] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:10:03.359 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:10:03.359 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:10:03.359 [http-nio-8080-exec-5] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: TERMINATED
2025-07-14 11:10:03.368 [http-nio-8080-exec-5] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 1 employees for company 4 and status TERMINATED
2025-07-14 11:10:03.417 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1m52s321ms117µs600ns).
2025-07-14 11:10:04.264 [http-nio-8080-exec-8] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:10:04.267 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:10:04.267 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:10:04.268 [http-nio-8080-exec-8] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: INACTIVE
2025-07-14 11:10:04.271 [http-nio-8080-exec-8] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 0 employees for company 4 and status INACTIVE
2025-07-14 11:10:05.155 [http-nio-8080-exec-4] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:10:05.156 [http-nio-8080-exec-4] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:10:05.156 [http-nio-8080-exec-4] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:10:05.156 [http-nio-8080-exec-4] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:10:05.167 [http-nio-8080-exec-4] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:10:16.710 [http-nio-8080-exec-7] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:10:16.730 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:10:16.731 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:10:16.731 [http-nio-8080-exec-7] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:10:16.741 [http-nio-8080-exec-7] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:10:16.955 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:10:16.962 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:10:16.962 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:10:16.962 [http-nio-8080-exec-2] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:10:16.971 [http-nio-8080-exec-2] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:10:17.144 [http-nio-8080-exec-10] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:10:17.148 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:10:17.149 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:10:17.150 [http-nio-8080-exec-10] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:10:17.156 [http-nio-8080-exec-10] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:10:18.175 [http-nio-8080-exec-3] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:10:18.181 [http-nio-8080-exec-3] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:10:18.182 [http-nio-8080-exec-3] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:10:18.183 [http-nio-8080-exec-3] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:10:18.188 [http-nio-8080-exec-3] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:10:18.349 [http-nio-8080-exec-6] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:10:18.353 [http-nio-8080-exec-6] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:10:18.353 [http-nio-8080-exec-6] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:10:18.355 [http-nio-8080-exec-6] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:10:18.359 [http-nio-8080-exec-6] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:10:18.526 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
2025-07-14 11:10:18.533 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Getting company from user context for user ID: 4
2025-07-14 11:10:18.534 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Found company ufch for user 4
2025-07-14 11:10:18.535 [http-nio-8080-exec-9] INFO  c.p.texas.service.EmployeeService - Fetching employees for company ID: 4 and status: ACTIVE
2025-07-14 11:10:18.541 [http-nio-8080-exec-9] INFO  c.p.t.controller.EmployeeController - Successfully retrieved 3 employees for company 4 and status ACTIVE
2025-07-14 11:10:18.691 [http-nio-8080-exec-1] INFO  c.p.t.controller.EmployeeController - Received request to get all employees for logged-in user's company
